"","Name","Score","gene_names"
"1","ENSG00000142235",0.000339526148818555,"LMTK3"
"2","ENSG00000154118",0.00111539644982971,"JPH3"
"3","ENSG00000196218",0.00153317276575879,"RYR1"
"4","ENSG00000128596",0.00256766650044032,"CCDC136"
"5","ENSG00000182272",0.00325600271620919,"B4GALNT4"
"6","ENSG00000143226",0.00325600271620919,"FCGR2A"
"7","ENSG00000172461",0.00344963872295727,"FUT9"
"8","ENSG00000167600",0.00430906428715424,"CYP2S1"
"9","ENSG00000181790",0.00430906428715424,"ADGRB1"
"10","ENSG00000084628",0.00446158579931883,"NKAIN1"
"11","ENSG00000132681",0.00560350772952498,"ATP1A4"
"12","ENSG00000105894",0.00650935288438074,"PTN"
"13","ENSG00000205277",0.00650935288438074,"MUC12"
"14","ENSG00000101542",0.00726267652707191,"CDH20"
"15","ENSG00000121871",0.00935818947681142,"SLITRK3"
"16","ENSG00000184697",0.00976005050451463,"CLDN6"
"17","ENSG00000167889",0.0100385680484674,"MGAT5B"
"18","ENSG00000018236",0.0102706660017613,"CNTN1"
"19","ENSG00000080854",0.0112255832953135,"IGSF9B"
"20","ENSG00000118777",0.0117189572303154,"ABCG2"
"21","ENSG00000170419",0.012222941357468,"VSTM2A"
"22","ENSG00000165125",0.0130080955766109,"TRPV6"
"23","ENSG00000104888",0.0130080955766109,"SLC17A7"
"24","ENSG00000185818",0.0151845112414986,"NAT8L"
"25","ENSG00000132164",0.0157574616176299,"SLC6A11"
"26","ENSG00000181785",0.016047915627752,"OR5AS1"
"27","ENSG00000146904",0.0162534881006695,"EPHA1"
"28","ENSG00000166928",0.0162534881006695,"MS4A14"
"29","ENSG00000081138",0.0169351929463443,"CDH7"
"30","ENSG00000141837",0.017236257148617,"CACNA1A"
"31","ENSG00000110148",0.0194962280766905,"CCKBR"
"32","ENSG00000258227",0.0194962280766905,"CLEC5A"
"33","ENSG00000162738",0.0224140309180999,"VANGL2"
"34","ENSG00000059804",0.0227363155046738,"SLC2A3"
"35","ENSG00000203747",0.0227363155046738,"FCGR3A"
"36","ENSG00000143297",0.0241713439930397,"FCRL5"
"37","ENSG00000153012",0.0245307642521406,"LGI2"
"38","ENSG00000177807",0.0252575624144553,"KCNJ10"
"39","ENSG00000143195",0.0256249403176692,"ILDR2"
"40","ENSG00000198019",0.0259737503846195,"FCGR1B"
"41","ENSG00000068078",0.027501618054303,"FGFR3"
"42","ENSG00000130208",0.0278849112457427,"APOC1"
"43","ENSG00000171951",0.0290507061082876,"SCG2"
"44","ENSG00000033170",0.0292085327165275,"FUT8"
"45","ENSG00000178789",0.0292085327165275,"CD300LB"
"46","ENSG00000064270",0.0310467485066155,"ATP2C2"
"47","ENSG00000183960",0.031453914630394,"KCNH8"
"48","ENSG00000118640",0.0322762045220639,"VAMP8"
"49","ENSG00000131650",0.0324406625003979,"KREMEN2"
"50","ENSG00000166527",0.0324406625003979,"CLEC4D"
"51","ENSG00000198216",0.0339526148818555,"CACNA1E"
"52","ENSG00000095970",0.0343783488418975,"TREM2"
"53","ENSG00000008277",0.0343783488418975,"ADAM22"
"54","ENSG00000188037",0.0348067353499772,"CLCN1"
"55","ENSG00000108379",0.0356701397362306,"WNT3"
"56","ENSG00000081237",0.0356701397362306,"PTPRC"
"57","ENSG00000226887",0.036107810162442,"ERVMER34-1"
"58","ENSG00000188338",0.036107810162442,"SLC38A3"
"59","ENSG00000188910",0.0365468068626723,"GJB3"
"60","ENSG00000171631",0.0369884561109402,"P2RY6"
"61","ENSG00000167654",0.0374327579072457,"ATCAY"
"62","ENSG00000163377",0.0401542721938694,"TAFA4"
"63","ENSG00000175928",0.0421211365637832,"LRRN1"
"64","ENSG00000173705",0.0421211365637832,"SUSD5"
"65","ENSG00000162753",0.0424951458370911,"SLC9C2"
"66","ENSG00000082556",0.0429712782098484,"OPRK1"
"67","ENSG00000172116",0.0434500631306433,"CD8B"
"68","ENSG00000169495",0.0439315005994759,"HTRA4"
"69","ENSG00000100678",0.0444155906163461,"SLC8A3"
"70","ENSG00000109956",0.0449023331812539,"B3GAT1"
"71","ENSG00000152315",0.0449023331812539,"KCNK13"
"72","ENSG00000182107",0.045342656155503,"TMEM30B"
"73","ENSG00000197629",0.045342656155503,"MPEG1"
"74","ENSG00000018625",0.0458837759551826,"ATP1A2"
"75","ENSG00000146839",0.0458837759551826,"ZAN"
"76","ENSG00000014257",0.0468758289212618,"ACP3"
"77","ENSG00000158955",0.0485615231991851,"WNT9B"
"78","ENSG00000268500",0.0485615231991851,"SIGLEC5"
"79","ENSG00000204655",0.0494023809271186,"MOG"
"80","ENSG00000007062",0.0499156489724029,"PROM1"
