"","Name","Score","gene_names"
"1","ENSG00000181790",0.000670666152785103,"ADGRB1"
"2","ENSG00000205277",0.00106621972493813,"MUC12"
"3","ENSG00000142235",0.00106621972493813,"LMTK3"
"4","ENSG00000080854",0.0014655766968234,"IGSF9B"
"5","ENSG00000132681",0.00173561807781249,"ATP1A4"
"6","ENSG00000118777",0.00192832366424601,"ABCG2"
"7","ENSG00000172461",0.00202847985719502,"FUT9"
"8","ENSG00000158955",0.00213117164996552,"WNT9B"
"9","ENSG00000168830",0.00318344557588543,"HTR1E"
"10","ENSG00000018625",0.00318344557588543,"ATP1A2"
"11","ENSG00000196218",0.00329754756785265,"RYR1"
"12","ENSG00000171951",0.00426487889975252,"SCG2"
"13","ENSG00000169876",0.00456407967868879,"MUC17"
"14","ENSG00000132164",0.0053564546229056,"SLC6A11"
"15","ENSG00000141837",0.00621221956265974,"CACNA1A"
"16","ENSG00000175928",0.00636435555194937,"LRRN1"
"17","ENSG00000163873",0.00636435555194937,"GRIK3"
"18","ENSG00000128596",0.00771329465698406,"CCDC136"
"19","ENSG00000154118",0.00852468659986206,"JPH3"
"20","ENSG00000204577",0.0087338735851353,"LILRB3"
"21","ENSG00000167664",0.00894559617023003,"TMIGD2"
"22","ENSG00000105894",0.00954272992819181,"PTN"
"23","ENSG00000078549",0.00954272992819181,"ADCYAP1R1"
"24","ENSG00000163377",0.00981784250882389,"TAFA4"
"25","ENSG00000121871",0.00981784250882389,"SLITRK3"
"26","ENSG00000109956",0.0102691792770498,"B3GAT1"
"27","ENSG00000101542",0.010498651060895,"CDH20"
"28","ENSG00000042980",0.0126779991074689,"ADAM28"
"29","ENSG00000184697",0.0127185687046128,"CLDN6"
"30","ENSG00000143226",0.0127185687046128,"FCGR2A"
"31","ENSG00000169894",0.0139774940159844,"MUC3A"
"32","ENSG00000110148",0.0158918718812122,"CCKBR"
"33","ENSG00000170419",0.0164763276400665,"VSTM2A"
"34","ENSG00000177511",0.0164763276400665,"ST8SIA3"
"35","ENSG00000177807",0.0182563187147552,"KCNJ10"
"36","ENSG00000081138",0.0182563187147552,"CDH7"
"37","ENSG00000203747",0.0190626394579902,"FCGR3A"
"38","ENSG00000185818",0.0201275913830176,"NAT8L"
"39","ENSG00000084628",0.0214258184916224,"NKAIN1"
"40","ENSG00000198019",0.0222308714349467,"FCGR1B"
"41","ENSG00000154080",0.0227646151973711,"CHST9"
"42","ENSG00000134755",0.023105653373362,"DSC2"
"43","ENSG00000130208",0.023105653373362,"APOC1"
"44","ENSG00000196376",0.0237953365248083,"SLC35F1"
"45","ENSG00000149294",0.024848878250639,"NCAM1"
"46","ENSG00000143199",0.0253965678120816,"ADCY10"
"47","ENSG00000110436",0.0253965678120816,"SLC1A2"
"48","ENSG00000100678",0.0255639174003002,"SLC8A3"
"49","ENSG00000167654",0.0259252403748631,"ATCAY"
"50","ENSG00000150471",0.0262890989492474,"ADGRL3"
"51","ENSG00000196660",0.0270244228974806,"SLC30A10"
"52","ENSG00000188338",0.0273958882713295,"SLC38A3"
"53","ENSG00000145416",0.0281464258184916,"MARCHF1"
"54","ENSG00000124731",0.0285597285893951,"TREM1"
"55","ENSG00000204655",0.0292912491378961,"MOG"
"56","ENSG00000124493",0.0296779281106739,"GRM4"
"57","ENSG00000142512",0.0296779281106739,"SIGLEC10"
"58","ENSG00000258986",0.0300671426832732,"TMEM179"
"59","ENSG00000105642",0.0300671426832732,"KCNN1"
"60","ENSG00000129159",0.0308531786279362,"KCNC1"
"61","ENSG00000105383",0.0317203537668871,"CD33"
"62","ENSG00000140015",0.0332721408576413,"KCNH5"
"63","ENSG00000172116",0.0340987463994483,"CD8B"
"64","ENSG00000135472",0.0348784433445576,"FAIM2"
"65","ENSG00000169181",0.0349354943405412,"GSG1L"
"66","ENSG00000018236",0.0353576717108199,"CNTN1"
"67","ENSG00000162728",0.0370717371901497,"KCNJ9"
"68","ENSG00000112053",0.0380339973224066,"SLC26A8"
"69","ENSG00000162738",0.0388263722666234,"VANGL2"
"70","ENSG00000167281",0.0392713700352955,"RBFOX3"
"71","ENSG00000104888",0.040621576940241,"SLC17A7"
"72","ENSG00000158457",0.0410767171081991,"TSPAN33"
"73","ENSG00000180287",0.0411870157004341,"PLD5"
"74","ENSG00000160886",0.0411870157004341,"LY6K"
"75","ENSG00000088053",0.0415343928759787,"GP6"
"76","ENSG00000177098",0.0429226337782466,"SCN4B"
"77","ENSG00000165970",0.0443336950789079,"SLC6A5"
"78","ENSG00000095932",0.0443336950789079,"SMIM24"
"79","ENSG00000137747",0.0443374984786401,"TMPRSS13"
"80","ENSG00000237515",0.0457675767779626,"SHISA9"
"81","ENSG00000187037",0.0462506085439572,"GPR141"
"82","ENSG00000152954",0.0482080916061503,"NRSN1"
"83","ENSG00000105699",0.0487038013712524,"LSR"
"84","ENSG00000226887",0.0492020467361759,"ERVMER34-1"
