"","Name","Score","gene_names"
"1","ENSG00000205277",0.000163961637025372,"MUC12"
"2","ENSG00000181790",0.000518199741709816,"ADGRB1"
"3","ENSG00000128596",0.000979721386670121,"CCDC136"
"4","ENSG00000154118",0.00170236712022639,"JPH3"
"5","ENSG00000142235",0.00170236712022639,"LMTK3"
"6","ENSG00000162738",0.00262338619240595,"VANGL2"
"7","ENSG00000172461",0.00323874838568635,"FUT9"
"8","ENSG00000168830",0.00402212065147424,"HTR1E"
"9","ENSG00000143226",0.00402212065147424,"FCGR2A"
"10","ENSG00000196218",0.00526499034448138,"RYR1"
"11","ENSG00000084628",0.00680946848090555,"NKAIN1"
"12","ENSG00000171951",0.00680946848090555,"SCG2"
"13","ENSG00000141837",0.00778109299661146,"CACNA1A"
"14","ENSG00000175928",0.00804019286746637,"LRRN1"
"15","ENSG00000132681",0.00855231995595302,"ATP1A4"
"16","ENSG00000101542",0.0110846163500115,"CDH20"
"17","ENSG00000204577",0.0113862247934286,"LILRB3"
"18","ENSG00000163377",0.012001586986709,"TAFA4"
"19","ENSG00000105894",0.0120542166479764,"PTN"
"20","ENSG00000064270",0.0126331429219178,"ATP2C2"
"21","ENSG00000100678",0.0132808925990551,"SLC8A3"
"22","ENSG00000018236",0.0156755421867219,"CNTN1"
"23","ENSG00000121871",0.0156755421867219,"SLITRK3"
"24","ENSG00000184697",0.0160641919930043,"CLDN6"
"25","ENSG00000104888",0.0160641919930043,"SLC17A7"
"26","ENSG00000080854",0.0171329789602808,"IGSF9B"
"27","ENSG00000118777",0.0178859879599529,"ABCG2"
"28","ENSG00000170419",0.0186551907015534,"VSTM2A"
"29","ENSG00000110148",0.0200701189025501,"CCKBR"
"30","ENSG00000166928",0.0200701189025501,"MS4A14"
"31","ENSG00000185818",0.0231752689173269,"NAT8L"
"32","ENSG00000132164",0.0240497309814622,"SLC6A11"
"33","ENSG00000258227",0.0240719973766138,"CLEC5A"
"34","ENSG00000158955",0.0280698274151954,"WNT9B"
"35","ENSG00000203747",0.0280698274151954,"FCGR3A"
"36","ENSG00000081138",0.0291487354711772,"CDH7"
"37","ENSG00000167600",0.0296365719467712,"CYP2S1"
"38","ENSG00000143199",0.0320636090182949,"ADCY10"
"39","ENSG00000198019",0.0320636090182949,"FCGR1B"
"40","ENSG00000177807",0.0326486079454595,"KCNJ10"
"41","ENSG00000118640",0.0352699699201244,"VAMP8"
"42","ENSG00000178789",0.0360533421859123,"CD300LB"
"43","ENSG00000068078",0.0385492026606318,"FGFR3"
"44","ENSG00000166527",0.0400390269180475,"CLEC4D"
"45","ENSG00000188910",0.040243472909894,"GJB3"
"46","ENSG00000204655",0.0408163265306122,"MOG"
"47","ENSG00000167654",0.0413932285868126,"ATCAY"
"48","ENSG00000130208",0.0425591780056597,"APOC1"
"49","ENSG00000188338",0.0437413211664352,"SLC38A3"
"50","ENSG00000081237",0.0440206632147007,"PTPRC"
"51","ENSG00000145416",0.0461541887137716,"MARCHF1"
"52","ENSG00000142512",0.0473849131003324,"SIGLEC10"
"53","ENSG00000105642",0.0480063479468359,"KCNN1"
